('Tax Provision', '18,061,000', '14,527,000', '9,680,000', '10,481,000', '13,372,000')
         515312 function calls (496468 primitive calls) in 7.897 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 auth.py:99(HTTPProxyAuth)
       52    0.000    0.000    0.002    0.000 css_parser.py:1113(<listcomp>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2181(__init__)
       10    0.000    0.000    0.004    0.000 enum.py:536(_convert_)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
      271    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
        1    0.000    0.000    1.134    1.134 connectionpool.py:522(urlopen)
      462    0.000    0.000    0.000    0.000 css_types.py:72(__hash__)
       42    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
       60    0.000    0.000    0.000    0.000 re.py:269(escape)
       44    0.000    0.000    0.000    0.000 ipaddress.py:1881(__init__)
      222    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      390    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
      731    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       62    0.000    0.000    0.000    0.000 __init__.py:25(__new__)
        1    0.000    0.000    0.746    0.746 client.py:311(begin)
        1    0.000    0.000    0.003    0.003 sessions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1105(_ZipWriteFile)
  121/104    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
      181    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       88    0.000    0.000    0.000    0.000 six.py:142(__init__)
        1    0.000    0.000    0.011    0.011 cookiejar.py:1(<module>)
       31    0.000    0.000    0.001    0.000 abc.py:105(__new__)
      214    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1266(__init__)
       16    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 socket.py:302(makefile)
        1    0.000    0.000    0.001    0.001 hmac.py:1(<module>)
        2    0.000    0.000    0.002    0.001 cookies.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
        1    0.000    0.000    0.744    0.744 client.py:278(_read_status)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:200(__init__)
       25    0.000    0.000    0.000    0.000 parse.py:114(_coerce_args)
       22    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
       28    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 response.py:632(from_httplib)
       22    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
    20/11    0.000    0.000    0.024    0.002 <frozen importlib._bootstrap>:421(spec_from_loader)
       11    0.000    0.000    0.000    0.000 queue.py:122(put)
        9    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
       16    0.000    0.000    0.000    0.000 enum.py:165(__prepare__)
      190    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
       17    0.000    0.000    0.001    0.000 typing.py:523(Optional)
       32    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        1    0.000    0.000    0.017    0.017 url.py:1(<module>)
        1    0.000    0.000    0.006    0.006 cd.py:1(<module>)
        3    0.000    0.000    0.001    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:165(<dictcomp>)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
        2    0.000    0.000    0.048    0.024 exceptions.py:1(<module>)
       11    0.000    0.000    0.000    0.000 element.py:2011(__init__)
       41    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
        1    0.000    0.000    0.002    0.002 ssl_match_hostname.py:98(match_hostname)
        1    0.000    0.000    0.000    0.000 _collections.py:231(extend)
       47    0.000    0.000    0.000    0.000 ipaddress.py:536(_split_addr_prefix)
       31    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
      311    0.000    0.000    0.000    0.000 css_parser.py:314(get_name)
        5    0.000    0.000    0.000    0.000 connection.py:221(putheader)
       54    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method today}
        2    0.000    0.000    0.000    0.000 client.py:417(close)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1275(__init__)
      173    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 client.py:1082(putrequest)
       16    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
       26    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        3    0.000    0.000    0.000    0.000 url.py:333(parse_url)
        1    0.000    0.000    0.001    0.001 connection.py:231(request)
        1    0.000    0.000    0.002    0.002 adapters.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1176(_ip_int_from_string)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:816(get)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        1    0.000    0.000    0.001    0.001 adapters.py:296(build_response)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 models.py:659(__init__)
       13    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        1    0.000    0.000    0.115    0.115 ssl.py:1013(_create)
        7    0.000    0.000    0.000    0.000 structures.py:40(__init__)
        1    0.000    0.000    0.034    0.034 css_parser.py:431(CSSParser)
        1    0.000    0.000    0.022    0.022 client.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:78(_DocumentNav)
        1    0.000    0.000    0.019    0.019 ssl_.py:1(<module>)
       19    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.022    0.022 compat.py:1(<module>)
        1    0.000    0.000    0.002    0.002 zipfile.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
        1    0.000    0.000    0.001    0.001 client.py:224(parse_headers)
       94    0.000    0.000    0.000    0.000 typing.py:515(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
    48/31    0.000    0.000    0.002    0.000 typing.py:401(__getitem__)
       64    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:457(reset)
       14    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        1    0.000    0.000    0.178    0.178 connection.py:37(create_connection)
        1    0.000    0.000    0.000    0.000 ssl.py:1225(sendall)
        1    0.000    0.000    0.000    0.000 response.py:419(_flush_decoder)
        1    0.000    0.000    1.135    1.135 adapters.py:436(send)
        1    0.000    0.000    0.386    0.386 connectionpool.py:1034(_validate_conn)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
       24    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
       25    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        1    0.000    0.000    0.001    0.001 parser.py:41(parse)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
      160    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    2.581    2.581 api.py:62(get)
       87    0.000    0.000    0.000    0.000 typing.py:1142(<genexpr>)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 ipaddress.py:28(ip_address)
      176    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        3    0.000    0.000    1.441    0.480 models.py:887(content)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1604(make_cookies)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
       12    0.000    0.000    0.001    0.000 enum.py:937(_missing_)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1685(extract_cookies)
       15    0.000    0.000    0.032    0.002 css_parser.py:308(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        1    0.000    0.000    0.096    0.096 element.py:1(<module>)
       84    0.000    0.000    0.000    0.000 typing.py:1241(__eq__)
        3    0.000    0.000    0.000    0.000 socket.py:220(__init__)
      189    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.001    0.001 resources.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:248(__init__)
      119    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
        1    0.000    0.000    0.200    0.200 ssl_.py:355(ssl_wrap_socket)
       80    0.000    0.000    0.000    0.000 element.py:1570(__eq__)
      149    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1589(_make_netmask)
       24    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        2    0.000    0.000    0.000    0.000 ssl.py:727(verify_mode)
        1    0.000    0.000    2.581    2.581 api.py:14(request)
       11    0.000    0.000    0.000    0.000 element.py:2278(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
       23    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
       47    0.000    0.000    0.000    0.000 ipaddress.py:159(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(time)
        1    0.000    0.000    0.030    0.030 dammit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:1(<module>)
       53    0.000    0.000    0.000    0.000 six.py:178(_add_module)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        1    0.000    0.000    0.006    0.006 css_match.py:1(<module>)
       19    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 six.py:642(itervalues)
        2    0.000    0.000    0.003    0.001 adapters.py:362(close)
       28    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       20    0.000    0.000    0.000    0.000 _collections.py:187(__iter__)
       98    0.000    0.000    0.000    0.000 constant.py:336(<lambda>)
        8    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
       12    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
        1    0.000    0.000    0.115    0.115 ssl.py:1334(do_handshake)
      128    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
      134    0.000    0.000    0.000    0.000 six.py:92(__init__)
       25    0.000    0.000    0.000    0.000 typing.py:1246(__hash__)
      159    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _collections.py:141(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
      128    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
       32    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       18    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
       11    0.000    0.000    0.000    0.000 queue.py:21(_get)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 client.py:967(send)
        2    0.000    0.000    0.017    0.008 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:314(__init__)
       94    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      112    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
       38    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1713(_parse_hextet)
       23    0.000    0.000    0.000    0.000 queue.py:15(_qsize)
       88    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parser.py:59(parsestr)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
       11    0.000    0.000    0.010    0.001 element.py:1871(find_all)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1150(_make_netmask)
       16    0.000    0.000    0.000    0.000 typing.py:664(__init__)
        1    0.000    0.000    0.746    0.746 client.py:1330(getresponse)
        1    0.000    0.000    0.001    0.001 ntpath.py:1(<module>)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 socket.py:679(__init__)
      128    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
       46    0.000    0.000    0.000    0.000 six.py:108(__init__)
       16    0.000    0.000    0.000    0.000 enum.py:82(__init__)
      128    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.004    0.004 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:255(parse_html_declaration)
        1    0.000    0.000    2.578    2.578 sessions.py:500(request)
      128    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
        1    0.000    0.000    0.003    0.003 css_types.py:1(<module>)
      125    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
        2    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.001    0.001 md.py:1(<module>)
       89    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
      128    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        1    0.000    0.000    0.002    0.002 tempfile.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:477(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl_.py:457(is_ipaddress)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:66(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
      149    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:479(SSLContext)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
       14    0.000    0.000    0.013    0.001 css_parser.py:1156(process_selectors)
       14    0.000    0.000    0.000    0.000 css_parser.py:461(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
      128    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:1404(version)
        3    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        7    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1174(create_module)
        1    0.000    0.000    0.000    0.000 formatter.py:3(Formatter)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 mimetypes.py:399(_default_mime_types)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        2    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        1    0.000    0.000    0.003    0.003 sessions.py:794(close)
        1    0.000    0.000    0.000    0.000 response.py:80(__init__)
        4    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       24    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:768(close)
       63    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
    43/12    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 utils.py:508(_parse_content_type_header)
       10    0.000    0.000    0.000    0.000 connection.py:223(<genexpr>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:169(__init__)
       29    0.000    0.000    0.000    0.000 ipaddress.py:1846(_split_scope_id)
        1    0.000    0.000    0.014    0.014 socket.py:938(getaddrinfo)
       50    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        1    0.000    0.000    0.095    0.095 _htmlparser.py:391(feed)
       25    0.000    0.000    0.024    0.001 six.py:190(find_spec)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
       20    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
       30    0.000    0.000    0.000    0.000 element.py:1363(_all_strings)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1227(vals_sorted_by_key)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
       25    0.000    0.000    0.000    0.000 element.py:388(_last_descendant)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 ssl.py:561(set_alpn_protocols)
        1    0.000    0.000    0.013    0.013 feedparser.py:1(<module>)
        1    0.000    0.000    0.030    0.030 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:953(close)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       57    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       27    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        1    0.000    0.000    0.002    0.002 connection.py:531(_match_hostname)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:150(PageElement)
        5    0.000    0.000    0.000    0.000 typing.py:1349(__init_subclass__)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:429(flush)
        7    0.000    0.000    0.000    0.000 sre_parse.py:863(_parse_flags)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        3    0.000    0.000    0.000    0.000 retry.py:243(__init__)
        1    0.000    0.000    0.000    0.000 models.py:23(CharsetMatch)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
       16    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
       43    0.000    0.000    0.000    0.000 typing.py:1233(<genexpr>)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:1150(getpeercert)
        2    0.000    0.000    0.002    0.001 poolmanager.py:216(clear)
        5    0.000    0.000    0.001    0.000 six.py:95(__get__)
        6    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    0.000    0.000 pathlib.py:538(PurePath)
        1    0.000    0.000    0.000    0.000 response.py:686(closed)
        4    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:95(reset)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:74(<dictcomp>)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookiejar.py:885(__init__)
        1    0.000    0.000    0.000    0.000 element.py:1551(__getattr__)
        1    0.000    0.000    0.000    0.000 connection.py:208(putrequest)
        1    0.000    0.000    0.001    0.001 sessions.py:457(prepare_request)
        8    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 url.py:274(_normalize_host)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:1172(Tag)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:79(_default_key_normalizer)
        2    0.000    0.000    0.000    0.000 contextlib.py:139(__exit__)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
       91    0.000    0.000    0.000    0.000 __init__.py:82(<lambda>)
        5    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 ssl.py:1001(SSLSocket)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_decl)
        7    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
        1    0.000    0.000    0.000    0.000 client.py:1028(_send_output)
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       36    0.000    0.000    0.000    0.000 enum.py:1049(<lambda>)
        7    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       10    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.011    0.011 _policybase.py:1(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        1    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        1    0.000    0.000    0.000    0.000 six.py:956(wrapper)
       15    0.000    0.000    0.000    0.000 element.py:274(get_text)
        1    0.000    0.000    0.000    0.000 __init__.py:139(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:617(options)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 utils.py:533(get_encoding_from_headers)
        1    0.000    0.000    0.000    0.000 ssl.py:1198(send)
        1    0.000    0.000    0.001    0.001 utils.py:194(get_netrc_auth)
        6    0.000    0.000    0.000    0.000 client.py:1007(_output)
       20    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
       89    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
       61    0.000    0.000    0.000    0.000 dammit.py:166(<listcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:674(_BaseNetwork)
       87    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
       10    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 sessions.py:389(__init__)
        5    0.000    0.000    0.000    0.000 client.py:1286(<genexpr>)
        2    0.000    0.000    0.000    0.000 contextlib.py:102(__init__)
        7    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
        5    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
       28    0.000    0.000    0.000    0.000 __init__.py:579(__missing__)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:823(__contains__)
        1    0.000    0.000    0.178    0.178 connection.py:161(_new_conn)
        8    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 css_parser.py:676(parse_pseudo_nth)
        1    0.000    0.000    0.002    0.002 poolmanager.py:174(<lambda>)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        9    0.000    0.000    0.000    0.000 url.py:305(_idna_encode)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        1    0.000    0.000    0.004    0.004 ssl.py:487(__new__)
        1    0.000    0.000    0.001    0.001 utils.py:759(should_bypass_proxies)
        3    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fde8db9b400}
        1    0.000    0.000    7.897    7.897 financial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 models.py:994(raise_for_status)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x7fde8da8a320}
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        3    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:159(resolve_redirects)
        1    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        1    0.000    0.000    0.000    0.000 cookies.py:254(Morsel)
        2    0.000    0.000    0.000    0.000 socket.py:494(_real_close)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        8    0.000    0.000    0.000    0.000 parse.py:159(hostname)
        2    0.000    0.000    0.000    0.000 response.py:430(_error_catcher)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2257(_IPv6Constants)
        2    0.000    0.000    0.000    0.000 socket.py:498(close)
        1    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        9    0.000    0.000    0.000    0.000 url.py:306(<listcomp>)
        2    0.000    0.000    0.000    0.000 ssl.py:735(verify_mode)
        3    0.000    0.000    0.000    0.000 connection.py:132(host)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        2    0.000    0.000    0.000    0.000 adapters.py:136(__init__)
        2    0.000    0.000    0.000    0.000 ssl_.py:211(resolve_cert_reqs)
       94    0.000    0.000    0.000    0.000 ipaddress.py:577(__int__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        2    0.000    0.000    0.000    0.000 structures.py:76(copy)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
       37    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
        4    0.000    0.000    0.000    0.000 six.py:201(load_module)
        1    0.000    0.000    0.000    0.000 response.py:374(_init_decoder)
       11    0.000    0.000    0.000    0.000 queue.py:18(_put)
        1    0.000    0.000    0.000    0.000 ssl.py:613(options)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        1    0.000    0.000    0.000    0.000 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:162(HTTPResponse)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1875(IPv6Address)
        1    0.000    0.000    0.000    0.000 __init__.py:565(__init__)
       11    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        1    0.000    0.000    0.000    0.000 models.py:410(prepare_url)
